customer_id,first_name,second_name,gender,state,occupation,customer_segment,annual_income,recency,frequency,monetary,R,F,M,RFM_Score,segment
C00846,Anaya,Verma,Male,Tamil Nadu,Salaried,Retail,347475.58,299,3,37407.9,1,1,1,3,Dormant
C00847,Vihaan,Bansal,Male,Maharashtra,Business Owner,Retail,331679.0,161,7,63407.6,2,2,2,6,Potential Loyalist
C00848,Pooja,Desai,Female,West Bengal,Self Employed,Retail,737248.85,65,25,180773.39,3,4,4,11,Champion
C00849,Riya,Gupta,Male,Telangana,Retired,Retail,180000.0,424,4,34408.84,1,1,1,3,Dormant
C00850,Anaya,Nair,Female,Uttar Pradesh,Self Employed,SME,255716.24,280,8,27580.82,1,2,1,4,At Risk
C00852,Arjun,Nair,Male,Madhya Pradesh,Retired,Corporate,631279.22,84,10,56478.6,2,3,2,7,Potential Loyalist
C00853,Myra,Agarwal,Female,Uttar Pradesh,Retired,Retail,448542.1,79,3,44364.9,3,1,2,6,Potential Loyalist
C00854,Neha,Sharma,Female,Gujarat,Retired,Retail,293569.48,198,5,20867.93,1,1,1,3,Dormant
C00855,Sai,Mehta,Male,Madhya Pradesh,Retired,Retail,686084.8,35,4,27943.76,3,1,1,5,At Risk
C00856,Priya,Verma,Male,Tamil Nadu,Self Employed,SME,486317.36,205,16,173644.36,1,4,4,9,Loyal
C00857,Neha,Malhotra,Female,Karnataka,Freelancer,Premium,1540231.63,99,7,120018.46,2,2,3,7,Potential Loyalist
C00858,Krishna,Kumar,Female,Gujarat,Salaried,Wealth,800259.6,50,29,307387.16,3,4,4,11,Champion
C00859,Kabir,Mishra,Male,Maharashtra,Student,Premium,1402814.86,888,1,5821.33,1,1,1,3,Dormant
C00860,Myra,Mehta,Female,Tamil Nadu,Business Owner,Premium,1392883.22,1109,3,31618.3,1,1,1,3,Dormant
C00861,Pari,Jain,Male,Madhya Pradesh,Freelancer,Retail,635032.38,15,9,88152.47,4,2,3,9,Loyal
C00862,Arjun,Patel,Female,Maharashtra,Self Employed,SME,770003.92,71,14,76037.58,3,3,2,8,Loyal
C00863,Vihaan,Sharma,Male,Gujarat,Self Employed,Retail,239643.4,32,12,83728.71,4,3,3,10,Champion
C00864,Rahul,Iyer,Male,Karnataka,Self Employed,Premium,1452987.16,89,13,168677.53,2,3,4,9,Loyal
C00865,Vivaan,Malhotra,Female,Madhya Pradesh,Freelancer,Retail,366679.92,67,6,33997.28,3,1,1,5,At Risk
C00866,Aadhya,Singh,Female,Karnataka,Freelancer,Retail,316042.39,106,11,95649.5,2,3,3,8,Loyal
C00867,Sai,Gupta,Male,Uttar Pradesh,Salaried,SME,872923.95,81,7,31303.58,3,2,1,6,Potential Loyalist
C00868,Sai,Bansal,Female,West Bengal,Retired,Retail,1136838.64,32,14,114868.7,4,3,3,10,Champion
C00869,Vihaan,Reddy,Female,Gujarat,Freelancer,Retail,700697.75,70,16,148220.72,3,4,4,11,Champion
C00872,Anaya,Singh,Male,Tamil Nadu,Student,Premium,537442.97,38,5,55108.91,3,1,2,6,Potential Loyalist
C00873,Aditya,Kapoor,Female,Kerala,Retired,Retail,462490.2,38,11,93071.77,3,3,3,9,Loyal
C00874,Arjun,Gupta,Male,Uttar Pradesh,Business Owner,Retail,345657.78,138,4,23075.45,2,1,1,4,At Risk
C00875,Kiara,Mehta,Male,Delhi,Self Employed,SME,1256976.36,34,15,91245.88,4,4,3,11,Champion
C00876,Kiara,Desai,Male,Delhi,Freelancer,Retail,912295.01,40,10,60517.97,3,3,2,8,Loyal
C00878,Neha,Nair,Female,Maharashtra,Student,Retail,1101649.62,32,8,90500.11,4,2,3,9,Loyal
C00879,Sai,Agarwal,Male,Tamil Nadu,Salaried,Retail,621301.32,624,3,14329.6,1,1,1,3,Dormant
C00880,Ishaan,Mehta,Female,Gujarat,Self Employed,Premium,467113.82,99,17,104388.33,2,4,3,9,Loyal
C00882,Diya,Bansal,Male,Madhya Pradesh,Business Owner,Retail,392658.73,49,16,198247.13,3,4,4,11,Champion
C00883,Sai,Malhotra,Male,Karnataka,Salaried,Corporate,793589.52,8,12,85701.04,4,3,3,10,Champion
C00884,Krishna,Patel,Male,Chandigarh,Retired,Premium,911393.39,33,16,98936.85,4,4,3,11,Champion
C00886,Vihaan,Agarwal,Male,West Bengal,Salaried,Retail,315418.04,12,11,98300.48,4,3,3,10,Champion
C00887,Myra,Patel,Male,Gujarat,Freelancer,SME,490447.02,350,10,33667.6,1,3,1,5,At Risk
C00888,Kabir,Agarwal,Female,Uttar Pradesh,Student,Corporate,1030086.53,4,18,117284.2,4,4,3,11,Champion
C00889,Amit,Chopra,Male,Tamil Nadu,Self Employed,SME,341152.0,26,11,41247.85,4,3,1,8,Loyal
C00890,Arjun,Nair,Male,Chandigarh,Student,Premium,786869.14,113,10,101158.61,2,3,3,8,Loyal
C00891,Aditya,Patel,Male,Rajasthan,Freelancer,Retail,319379.83,279,3,27200.22,1,1,1,3,Dormant
C00892,Vihaan,Kapoor,Female,Telangana,Salaried,SME,730474.4,241,10,49708.12,1,3,2,6,Potential Loyalist
C00893,Ira,Mishra,Female,Tamil Nadu,Business Owner,Premium,1080034.06,258,2,4706.66,1,1,1,3,Dormant
C00894,Anika,Sharma,Male,Gujarat,Salaried,SME,1543624.08,77,5,51833.02,3,1,2,6,Potential Loyalist
C00895,Myra,Malhotra,Female,Gujarat,Salaried,SME,791441.1,97,9,93939.94,2,2,3,7,Potential Loyalist
C00896,Anaya,Mishra,Female,Haryana,Self Employed,Retail,400583.33,43,15,88044.7,3,4,3,10,Champion
C00897,Kabir,Joshi,Female,Madhya Pradesh,Retired,Retail,239705.32,294,3,5982.02,1,1,1,3,Dormant
C00898,Vivaan,Joshi,Male,Chandigarh,Freelancer,Retail,390339.13,272,4,29384.91,1,1,1,3,Dormant
C00900,Ishaan,Kumar,Male,Telangana,Business Owner,SME,252000.0,3,8,49642.49,4,2,2,8,Loyal
C00902,Rahul,Iyer,Male,Chandigarh,Self Employed,Premium,936914.02,680,4,24472.74,1,1,1,3,Dormant
C00903,Pooja,Sharma,Female,Delhi,Self Employed,Corporate,1216015.77,13,18,81502.76,4,4,3,11,Champion
C00904,Neha,Malhotra,Male,Rajasthan,Retired,Retail,588534.29,196,18,443027.77,1,4,4,9,Loyal
C00905,Rahul,Desai,Male,Uttar Pradesh,Business Owner,Wealth,1428545.88,529,7,51845.76,1,2,2,5,At Risk
C00906,Diya,Malhotra,Female,Madhya Pradesh,Retired,Premium,742197.58,122,11,44096.11,2,3,2,7,Potential Loyalist
C00907,Kiara,Chopra,Female,Karnataka,Freelancer,Retail,469509.65,458,5,26058.13,1,1,1,3,Dormant
C00908,Riya,Bansal,Male,Gujarat,Student,Premium,324000.0,25,20,102940.11,4,4,3,11,Champion
C00909,Priya,Bansal,Male,Kerala,Self Employed,Retail,1054442.39,117,5,59908.55,2,1,2,5,At Risk
C00912,Pooja,Mishra,Female,Maharashtra,Business Owner,Corporate,1899056.13,106,6,26689.75,2,1,1,4,At Risk
C00913,Rahul,Verma,Female,Maharashtra,Self Employed,Wealth,587156.22,16,8,57568.79,4,2,2,8,Loyal
C00914,Sneha,Singh,Male,Gujarat,Freelancer,Retail,414324.17,58,9,43897.77,3,2,2,7,Potential Loyalist
C00915,Kabir,Kapoor,Male,Gujarat,Salaried,Premium,402569.82,21,21,224840.52,4,4,4,12,Champion
C00916,Sai,Mehta,Male,Kerala,Business Owner,Retail,782648.24,72,22,178632.78,3,4,4,11,Champion
C00917,Vivaan,Reddy,Male,Kerala,Self Employed,SME,530169.02,32,23,206952.7,4,4,4,12,Champion
C00919,Sara,Sharma,Female,Karnataka,Salaried,Retail,747126.73,158,7,32280.93,2,2,1,5,At Risk
C00920,Aarav,Kumar,Male,Karnataka,Salaried,Retail,630930.45,163,7,104100.88,2,2,3,7,Potential Loyalist
C00921,Karan,Gupta,Male,West Bengal,Retired,Retail,180000.0,4,28,266368.02,4,4,4,12,Champion
C00922,Nisha,Joshi,Male,Kerala,Business Owner,Corporate,638573.85,537,7,83326.78,1,2,3,6,Potential Loyalist
C00923,Aditya,Desai,Female,Uttar Pradesh,Student,SME,405746.59,55,12,60265.64,3,3,2,8,Loyal
C00924,Reyansh,Jain,Female,Gujarat,Student,Retail,488473.54,114,10,61635.66,2,3,2,7,Potential Loyalist
C00925,Diya,Desai,Male,Chandigarh,Student,Retail,385427.9,638,3,44544.52,1,1,2,4,At Risk
C00926,Ira,Desai,Female,Maharashtra,Salaried,Retail,983155.22,27,24,165325.76,4,4,4,12,Champion
C00929,Nisha,Patel,Female,Chandigarh,Freelancer,Retail,259339.96,5,13,100160.99,4,3,3,10,Champion
C00930,Krishna,Bansal,Male,Tamil Nadu,Salaried,Retail,439765.01,12,11,58650.29,4,3,2,9,Loyal
C00931,Kabir,Kapoor,Male,Haryana,Student,Retail,489355.1,21,19,385928.41,4,4,4,12,Champion
C00932,Krishna,Iyer,Female,Delhi,Student,SME,1737334.28,96,15,156271.64,2,4,4,10,Champion
C00933,Karan,Gupta,Female,Kerala,Retired,Retail,434730.8,89,16,199506.22,2,4,4,10,Champion
C00934,Neha,Bansal,Male,Maharashtra,Self Employed,Retail,255196.48,50,18,108926.5,3,4,3,10,Champion
C00935,Sneha,Verma,Male,Uttar Pradesh,Salaried,SME,990052.52,83,11,151935.75,3,3,4,10,Champion
C00936,Sai,Singh,Female,Karnataka,Salaried,Premium,1192583.0,86,9,87383.65,2,2,3,7,Potential Loyalist
C00937,Vihaan,Agarwal,Male,Tamil Nadu,Retired,Wealth,1144789.62,222,13,236719.98,1,3,4,8,Loyal
C00938,Ishaan,Patel,Female,Madhya Pradesh,Retired,Corporate,684926.09,68,13,186483.72,3,3,4,10,Champion
C00939,Reyansh,Kapoor,Female,Uttar Pradesh,Business Owner,Wealth,955294.44,103,5,61281.59,2,1,2,5,At Risk
C00940,Diya,Chopra,Female,Rajasthan,Retired,Retail,729543.63,42,16,114498.38,3,4,3,10,Champion
C00941,Priya,Kapoor,Male,Uttar Pradesh,Self Employed,Retail,280042.42,179,13,92708.05,2,3,3,8,Loyal
C00942,Krishna,Gupta,Male,Karnataka,Business Owner,SME,818747.71,8,16,134504.64,4,4,3,11,Champion
C00943,Diya,Gupta,Male,Uttar Pradesh,Freelancer,Retail,334100.32,199,15,148175.08,1,4,4,9,Loyal
C00944,Sara,Agarwal,Female,Gujarat,Salaried,Retail,534256.46,200,7,65728.75,1,2,2,5,At Risk
C00945,Vihaan,Reddy,Male,Maharashtra,Retired,Retail,349349.62,82,12,122189.08,3,3,3,9,Loyal
C00946,Sara,Joshi,Male,Gujarat,Self Employed,Retail,1192720.61,70,4,46247.27,3,1,2,6,Potential Loyalist
C00947,Priya,Mehta,Male,Tamil Nadu,Business Owner,Retail,688054.42,126,7,55473.47,2,2,2,6,Potential Loyalist
C00948,Sai,Reddy,Male,Karnataka,Self Employed,SME,597485.57,24,6,26206.81,4,1,1,6,Potential Loyalist
C00949,Vihaan,Verma,Male,Maharashtra,Retired,Premium,784753.81,59,28,267634.93,3,4,4,11,Champion
C00950,Myra,Jain,Female,Tamil Nadu,Retired,Retail,219949.17,448,6,41657.84,1,1,1,3,Dormant
C00951,Nisha,Agarwal,Female,Madhya Pradesh,Salaried,Retail,273825.71,115,7,47170.35,2,2,2,6,Potential Loyalist
C00952,Arjun,Desai,Female,Madhya Pradesh,Salaried,Wealth,3560650.47,367,2,33236.37,1,1,1,3,Dormant
C00953,Krishna,Malhotra,Female,Maharashtra,Retired,Retail,388763.36,40,17,111743.15,3,4,3,10,Champion
C00954,Ira,Iyer,Male,Telangana,Student,Retail,366728.68,155,3,15672.42,2,1,1,4,At Risk
C00955,Myra,Singh,Female,Maharashtra,Retired,Wealth,1322974.2,117,8,108447.91,2,2,3,7,Potential Loyalist
C00956,Reyansh,Nair,Male,Haryana,Salaried,Retail,310320.29,57,3,22821.88,3,1,1,5,At Risk
C00958,Vivaan,Jain,Female,Telangana,Self Employed,Retail,771789.11,73,6,39259.74,3,1,1,5,At Risk
C00959,Sai,Kapoor,Female,Gujarat,Freelancer,SME,1656742.16,200,5,38204.26,1,1,1,3,Dormant
C00960,Ishaan,Nair,Male,Maharashtra,Business Owner,Retail,204595.64,80,20,189926.61,3,4,4,11,Champion
C00961,Ira,Kulkarni,Female,Rajasthan,Retired,Corporate,1379081.79,16,13,85344.76,4,3,3,10,Champion
C00962,Karan,Malhotra,Male,West Bengal,Student,Retail,992722.49,11,7,61707.53,4,2,2,8,Loyal
C00963,Anika,Kapoor,Female,Delhi,Salaried,Retail,448290.75,121,10,101216.6,2,3,3,8,Loyal
C00964,Rahul,Verma,Male,Delhi,Salaried,Retail,740318.93,130,16,178720.1,2,4,4,10,Champion
C00965,Priya,Verma,Male,Karnataka,Freelancer,SME,756185.95,19,6,14381.54,4,1,1,6,Potential Loyalist
C00968,Sai,Mehta,Female,Maharashtra,Retired,Retail,242976.79,154,6,56196.87,2,1,2,5,At Risk
C00969,Rahul,Mehta,Male,Rajasthan,Retired,Retail,517953.51,24,8,47557.74,4,2,2,8,Loyal
C00970,Aadhya,Chopra,Male,Kerala,Student,Retail,433662.66,141,13,108682.05,2,3,3,8,Loyal
C00971,Ishaan,Verma,Female,Gujarat,Salaried,Retail,470362.48,594,4,32004.85,1,1,1,3,Dormant
C00972,Priya,Agarwal,Male,Delhi,Business Owner,Retail,897842.43,25,2,3297.0,4,1,1,6,Potential Loyalist
C00973,Pari,Iyer,Female,Madhya Pradesh,Freelancer,Retail,180000.0,23,17,99448.69,4,4,3,11,Champion
C00974,Sara,Mishra,Male,Telangana,Retired,Retail,822556.39,243,14,188438.72,1,3,4,8,Loyal
C00975,Aadhya,Patel,Male,Madhya Pradesh,Salaried,Retail,304160.26,32,9,53436.67,4,2,2,8,Loyal
C00976,Ayaan,Mehta,Male,Uttar Pradesh,Self Employed,Retail,568164.65,289,6,59876.63,1,1,2,4,At Risk
C00977,Karan,Kumar,Female,Gujarat,Salaried,Premium,1496599.22,726,2,14737.76,1,1,1,3,Dormant
C00978,Myra,Nair,Male,Rajasthan,Self Employed,Premium,545127.86,17,10,129713.01,4,3,3,10,Champion
C00979,Reyansh,Verma,Male,Gujarat,Salaried,Premium,1150216.69,51,17,96027.54,3,4,3,10,Champion
C00980,Karan,Agarwal,Female,Gujarat,Self Employed,Retail,180000.0,150,8,59661.76,2,2,2,6,Potential Loyalist
C00981,Kabir,Chopra,Male,Maharashtra,Retired,Retail,734643.68,94,5,43079.59,2,1,1,4,At Risk
C00982,Anaya,Sharma,Male,Delhi,Business Owner,Retail,233768.73,57,15,59807.45,3,4,2,9,Loyal
C00983,Karan,Mishra,Female,Gujarat,Student,SME,1005301.19,67,10,90301.74,3,3,3,9,Loyal
C00984,Kiara,Reddy,Male,Maharashtra,Business Owner,Premium,924667.18,157,17,123636.62,2,4,3,9,Loyal
C00985,Aditya,Kapoor,Male,Delhi,Business Owner,Corporate,1552515.71,26,26,181120.16,4,4,4,12,Champion
C00986,Arjun,Reddy,Male,Gujarat,Salaried,SME,1249142.29,131,9,121740.36,2,2,3,7,Potential Loyalist
C00987,Nisha,Mehta,Male,Madhya Pradesh,Salaried,Retail,401603.43,148,14,111389.24,2,3,3,8,Loyal
C00988,Aadhya,Singh,Female,Uttar Pradesh,Freelancer,Retail,430436.59,1,6,59710.63,4,1,2,7,Potential Loyalist
C00989,Diya,Joshi,Female,Kerala,Student,Retail,1371498.3,35,11,62235.48,3,3,2,8,Loyal
C00990,Sneha,Malhotra,Male,Uttar Pradesh,Salaried,Retail,317581.08,128,8,200090.59,2,2,4,8,Loyal
C00991,Ayaan,Nair,Male,Uttar Pradesh,Retired,Retail,293198.9,228,6,19389.98,1,1,1,3,Dormant
C00992,Sara,Desai,Male,Madhya Pradesh,Student,Retail,263951.43,55,3,2695.4,3,1,1,5,At Risk
C00993,Vihaan,Verma,Female,Tamil Nadu,Student,SME,426671.84,46,10,52434.74,3,3,2,8,Loyal
C00995,Sara,Verma,Female,Maharashtra,Business Owner,Premium,758071.94,72,3,48983.9,3,1,2,6,Potential Loyalist
C00996,Priya,Chopra,Female,Gujarat,Student,Retail,543180.82,108,22,181410.73,2,4,4,10,Champion
C00998,Kiara,Bansal,Male,Tamil Nadu,Salaried,Corporate,404170.82,17,5,79229.06,4,1,2,7,Potential Loyalist
C00999,Pooja,Kapoor,Female,Gujarat,Self Employed,Wealth,1404986.55,1,18,148211.55,4,4,4,12,Champion
C01000,Ayaan,Malhotra,Female,Rajasthan,Business Owner,Retail,560980.54,91,8,69125.31,2,2,2,6,Potential Loyalist
C01001,Sneha,Mishra,Male,Gujarat,Salaried,Retail,882508.74,59,14,70617.94,3,3,2,8,Loyal
C01002,Myra,Sharma,Female,Maharashtra,Salaried,Retail,251675.32,163,4,59238.15,2,1,2,5,At Risk
C01003,Nisha,Mishra,Female,Madhya Pradesh,Salaried,Retail,480011.88,50,18,128406.99,3,4,3,10,Champion
C01004,Arjun,Mishra,Male,Haryana,Self Employed,SME,252000.0,231,4,57346.06,1,1,2,4,At Risk
C01005,Neha,Mehta,Male,Maharashtra,Freelancer,SME,670080.73,73,15,252769.06,3,4,4,11,Champion
C01006,Riya,Mehta,Female,Telangana,Salaried,SME,378962.12,37,5,20881.26,3,1,1,5,At Risk
C01007,Rahul,Bansal,Male,Madhya Pradesh,Freelancer,Retail,230967.46,31,5,67414.58,4,1,2,7,Potential Loyalist
C01008,Ishaan,Mishra,Male,Tamil Nadu,Self Employed,Premium,1450534.57,131,8,125585.67,2,2,3,7,Potential Loyalist
C01009,Ira,Agarwal,Female,Maharashtra,Self Employed,Retail,756107.35,13,8,74714.34,4,2,2,8,Loyal
C01011,Reyansh,Kapoor,Female,Madhya Pradesh,Self Employed,Premium,819031.34,184,13,72896.08,2,3,2,7,Potential Loyalist
C01012,Kiara,Desai,Male,Uttar Pradesh,Business Owner,Retail,180000.0,168,11,183737.46,2,3,4,9,Loyal
C01015,Anika,Jain,Male,Madhya Pradesh,Self Employed,Premium,489948.59,117,11,116924.97,2,3,3,8,Loyal
C01016,Anika,Mehta,Female,Gujarat,Salaried,Wealth,1054637.67,41,14,74515.84,3,3,2,8,Loyal
C01018,Amit,Kapoor,Male,Rajasthan,Self Employed,Retail,290041.36,571,3,41535.09,1,1,1,3,Dormant
C01019,Ira,Kapoor,Female,Maharashtra,Salaried,Premium,650214.25,67,10,83741.19,3,3,3,9,Loyal
C01021,Pari,Mishra,Female,Tamil Nadu,Salaried,SME,351082.94,10,13,93422.77,4,3,3,10,Champion
C01024,Ira,Singh,Female,Maharashtra,Business Owner,SME,795801.54,135,13,69787.85,2,3,2,7,Potential Loyalist
C01025,Diya,Patel,Male,Karnataka,Freelancer,Retail,566574.85,45,19,164389.23,3,4,4,11,Champion
C01028,Reyansh,Patel,Male,Gujarat,Salaried,Retail,601501.32,57,30,357319.39,3,4,4,11,Champion
C01029,Krishna,Mishra,Female,Karnataka,Freelancer,Retail,262502.56,113,22,195065.81,2,4,4,10,Champion
C01030,Kabir,Chopra,Female,Uttar Pradesh,Retired,Retail,603742.96,124,13,163977.84,2,3,4,9,Loyal
C01031,Ayaan,Bansal,Male,Tamil Nadu,Self Employed,Wealth,1157043.96,59,16,175930.58,3,4,4,11,Champion
C01033,Anika,Iyer,Female,Maharashtra,Freelancer,Retail,774802.65,149,12,143828.65,2,3,4,9,Loyal
C01034,Pooja,Mehta,Female,Gujarat,Freelancer,Retail,752961.52,129,5,23377.55,2,1,1,4,At Risk
C01035,Kabir,Gupta,Female,Tamil Nadu,Self Employed,Premium,535747.1,23,27,179212.97,4,4,4,12,Champion
C01036,Ira,Joshi,Female,Kerala,Retired,SME,715762.61,180,5,32393.14,2,1,1,4,At Risk
C01037,Diya,Iyer,Female,Haryana,Self Employed,Premium,628893.72,180,6,63615.0,2,1,2,5,At Risk
C01038,Sai,Nair,Female,Uttar Pradesh,Salaried,Retail,366973.79,298,7,93921.53,1,2,3,6,Potential Loyalist
C01039,Arjun,Reddy,Male,Uttar Pradesh,Salaried,Retail,962683.45,117,3,32390.35,2,1,1,4,At Risk
C01040,Vihaan,Kapoor,Female,Madhya Pradesh,Self Employed,Corporate,1581729.71,13,3,35541.52,4,1,1,6,Potential Loyalist
C01041,Vihaan,Reddy,Female,Tamil Nadu,Student,Corporate,689319.95,728,1,43779.12,1,1,2,4,At Risk
C01042,Anika,Agarwal,Male,Gujarat,Student,Premium,671748.71,8,15,207112.98,4,4,4,12,Champion
C01043,Aarav,Chopra,Male,Madhya Pradesh,Student,Retail,274772.54,154,10,89555.6,2,3,3,8,Loyal
C01044,Aditya,Gupta,Male,Madhya Pradesh,Self Employed,Retail,180000.0,341,7,89921.69,1,2,3,6,Potential Loyalist
C01045,Rahul,Kapoor,Male,Maharashtra,Salaried,Retail,863972.95,67,9,96965.65,3,2,3,8,Loyal
C01046,Pari,Mishra,Female,Telangana,Salaried,Retail,272167.37,234,5,42380.28,1,1,1,3,Dormant
C01048,Reyansh,Kulkarni,Male,Karnataka,Salaried,Retail,451989.7,621,6,47018.32,1,1,2,4,At Risk
C01049,Vihaan,Bansal,Female,Madhya Pradesh,Freelancer,Retail,409235.88,73,19,133391.74,3,4,3,10,Champion
C01051,Pooja,Singh,Male,West Bengal,Retired,Retail,294302.45,323,8,23088.11,1,2,1,4,At Risk
C01052,Myra,Iyer,Male,Madhya Pradesh,Salaried,Retail,323469.25,137,8,84225.0,2,2,3,7,Potential Loyalist
C01053,Kabir,Sharma,Male,Rajasthan,Business Owner,Retail,475497.38,23,6,94683.11,4,2,3,9,Loyal
C01054,Reyansh,Patel,Male,Gujarat,Salaried,Retail,519637.51,806,1,2918.44,1,1,1,3,Dormant
C01055,Kabir,Chopra,Female,Uttar Pradesh,Retired,Premium,380954.45,63,26,240685.99,3,4,4,11,Champion
C01056,Aarav,Mehta,Male,Chandigarh,Salaried,Premium,1297725.41,302,5,58734.0,1,1,2,4,At Risk
C01058,Amit,Chopra,Female,Madhya Pradesh,Business Owner,Corporate,650399.86,10,16,207789.94,4,4,4,12,Champion
C01059,Anika,Kulkarni,Female,Madhya Pradesh,Freelancer,SME,2151878.86,346,6,59942.25,1,2,2,5,At Risk
C01060,Myra,Desai,Female,Karnataka,Self Employed,Retail,218354.94,22,22,297677.91,4,4,4,12,Champion
C01062,Sara,Chopra,Male,West Bengal,Freelancer,Premium,433976.08,68,9,143540.49,3,2,4,9,Loyal
C01063,Sara,Malhotra,Male,Telangana,Salaried,Wealth,1695369.24,684,3,19662.54,1,1,1,3,Dormant
C01064,Neha,Verma,Female,Maharashtra,Salaried,Premium,417763.15,102,16,93298.61,2,4,3,9,Loyal
C01065,Nisha,Iyer,Male,Telangana,Retired,Corporate,601454.94,121,8,89826.21,2,2,3,7,Potential Loyalist
C01066,Aditya,Joshi,Male,West Bengal,Freelancer,Retail,1160724.66,6,10,242112.16,4,3,4,11,Champion
C01067,Sai,Sharma,Female,Karnataka,Business Owner,Retail,248974.75,85,7,69351.1,2,2,2,6,Potential Loyalist
C01069,Ayaan,Nair,Male,Karnataka,Freelancer,Premium,587205.94,148,20,175054.43,2,4,4,10,Champion
C01070,Kiara,Mehta,Male,Tamil Nadu,Business Owner,Retail,273899.0,50,8,37923.81,3,2,1,6,Potential Loyalist
C01072,Rohan,Nair,Male,Haryana,Business Owner,Retail,370901.2,316,2,20115.23,1,1,1,3,Dormant
C01074,Pari,Chopra,Male,Madhya Pradesh,Business Owner,Retail,422672.24,58,6,115335.32,3,2,3,8,Loyal
C01075,Anaya,Gupta,Male,Karnataka,Business Owner,SME,335236.68,534,4,47085.62,1,1,2,4,At Risk
C01077,Ishaan,Verma,Male,Madhya Pradesh,Retired,Retail,274888.66,31,11,126166.5,4,3,3,10,Champion
C01078,Karan,Nair,Male,Gujarat,Retired,Retail,180000.0,151,7,71659.03,2,2,2,6,Potential Loyalist
C01079,Amit,Singh,Female,Delhi,Student,Wealth,2523309.3,466,1,3367.72,1,1,1,3,Dormant
C01080,Aditya,Kumar,Male,Haryana,Self Employed,Retail,742024.59,64,4,28875.29,3,1,1,5,At Risk
C01082,Anaya,Nair,Female,Uttar Pradesh,Retired,Retail,877073.9,830,1,1866.87,1,1,1,3,Dormant
C01083,Ayaan,Desai,Female,Kerala,Business Owner,Premium,1239816.24,99,15,176097.86,2,4,4,10,Champion
C01084,Sara,Joshi,Male,Maharashtra,Self Employed,Retail,263536.33,47,10,56101.1,3,3,2,8,Loyal
C01085,Aadhya,Jain,Male,Gujarat,Business Owner,Premium,721983.46,26,4,48376.28,4,1,2,7,Potential Loyalist
C01086,Kabir,Chopra,Male,Haryana,Self Employed,Retail,257163.85,167,4,30588.24,2,1,1,4,At Risk
C01088,Anika,Desai,Male,Karnataka,Self Employed,Retail,426114.68,50,15,131988.54,3,4,3,10,Champion
C01089,Rahul,Mishra,Female,Kerala,Student,Retail,491891.01,335,6,64461.1,1,2,2,5,At Risk
C01091,Anaya,Nair,Male,Tamil Nadu,Retired,Retail,385600.73,119,3,15177.19,2,1,1,4,At Risk
C01092,Arjun,Singh,Female,West Bengal,Student,Retail,228897.92,63,6,55689.2,3,2,2,7,Potential Loyalist
C01093,Myra,Verma,Male,West Bengal,Business Owner,Retail,701385.49,101,9,112033.65,2,2,3,7,Potential Loyalist
C01095,Nisha,Patel,Female,Gujarat,Salaried,Wealth,685343.37,51,11,140499.72,3,3,4,10,Champion
C01097,Vivaan,Mishra,Female,Uttar Pradesh,Self Employed,Premium,439258.25,412,6,44315.88,1,2,2,5,At Risk
C01098,Krishna,Reddy,Female,Tamil Nadu,Retired,Retail,961605.35,181,5,33459.39,2,1,1,4,At Risk
C01099,Ishaan,Mishra,Female,Tamil Nadu,Retired,Retail,370737.05,10,4,23504.94,4,1,1,6,Potential Loyalist
C01101,Rohan,Kapoor,Male,Madhya Pradesh,Freelancer,Retail,371856.44,47,7,77704.8,3,2,2,7,Potential Loyalist
C01102,Amit,Iyer,Female,Kerala,Freelancer,Corporate,1013150.8,70,22,264286.74,3,4,4,11,Champion
C01103,Amit,Sharma,Female,Maharashtra,Retired,Retail,345839.73,339,4,129495.67,1,1,3,5,At Risk
C01104,Vihaan,Kapoor,Female,Uttar Pradesh,Self Employed,Retail,390538.61,26,29,244577.93,4,4,4,12,Champion
C01105,Anaya,Desai,Male,Gujarat,Freelancer,Corporate,802765.63,217,8,74300.62,1,2,2,5,At Risk
C01106,Myra,Nair,Female,Tamil Nadu,Self Employed,Retail,865133.07,99,6,69808.45,2,2,2,6,Potential Loyalist
C01108,Riya,Agarwal,Male,Gujarat,Retired,Premium,907087.34,3,8,140239.94,4,2,4,10,Champion
C01110,Pooja,Mehta,Male,Gujarat,Student,Retail,908022.18,245,12,112167.71,1,3,3,7,Potential Loyalist
C01112,Aditya,Sharma,Male,Karnataka,Freelancer,SME,340667.01,12,18,189323.42,4,4,4,12,Champion
C01113,Neha,Mishra,Male,Gujarat,Student,Retail,966864.58,281,4,40551.5,1,1,1,3,Dormant
C01114,Neha,Agarwal,Female,Maharashtra,Student,SME,922462.41,277,4,57517.67,1,1,2,4,At Risk
C01115,Sai,Desai,Female,Karnataka,Freelancer,SME,810855.07,69,4,12164.18,3,1,1,5,At Risk
C01116,Myra,Jain,Male,Delhi,Business Owner,Retail,262072.39,177,18,184300.17,2,4,4,10,Champion
C01117,Riya,Verma,Male,Tamil Nadu,Self Employed,Corporate,1505382.52,80,6,40781.25,3,2,1,6,Potential Loyalist
C01118,Neha,Kumar,Female,Tamil Nadu,Student,Premium,1065275.95,62,15,161615.87,3,4,4,11,Champion
C01119,Ishaan,Chopra,Female,Rajasthan,Freelancer,Corporate,1207577.43,25,7,85664.31,4,2,3,9,Loyal
